region,organisation,id_text,unique_resource_id,title,language,abstract,topic_category,keywords,temporal_extent_start,temporal_extent_end,dataset_reference_date,lineage,w_long,s_lat,e_long,n_lat,spatial_reference_system,responsible_organisation_name,contact_mail_address,responsible_party_role,frequency_update,limitations_access,use_constraints,data_format,accuracy,metadata_date,metadata_point_contact,resource_type,original_title,id,status
FK,SMSG,146,FK-SMSG-146,Stanley chemical analyses 2013,eng,The file represents records of sediment core samples taken in Stanley harbour in 2013 by the Shallow Marine Surveys Group and SAERI on behalf Premier Oil Ltd. Sediments were analysed to quantify level of heavy metals. This was carried out to understand level of toxicity in the sediment as requested by international procedures set by guideline for dredging and dredge spoil dumping. Analyses were carried out in the UK.  ,environment,"Falkland Islands, Stanley harbour, sediment data, chemical, heavy metal, chemical analysis, harbour",2013-01-01,2013-12-31,2013,"Separate sediment core samples were taken to assess the total organic matter, total organic carbon concentration and heavy metal content at 12 of the dive sites, stratified to identify changes from the harbour entrance to FIPASS (stations 1, 2, 4, 5, 6, 7, 8, 10, 11, 12, 15 and 16), using a 400 mm length x 38 mm diameter cylindrical corer. Samples were frozen at the end of the day, and were sent frozen by courier to the analytical laboratory Agenda 1 Ltd in Bristol, UK.  The analyses took approximately 10 working days and the results were sent back to the Shallow Marine Surveys Group in Stanley. These dives were conducted on 04/05/2013, 05/05/2013, 06/05/2013 and 08/05/2013.",-57.8301,-51.6909,-57.8116,-51.6845,WGS84,"1) Shallow Marine Surveys Group  - SMSG
2) SAERI
PO609 Stanley Cottage North
Ross Road
Stanley - Falkland Islands
3) Premier Oil Ltd.","1)pbrewin@smsg-falklands.org
2) datamanager@saeri.org","1) originator
2) user, custodian, resource provider
3) owner",unknown,Open Access,Open Access,"csv, shape",NA,2014-10-27,imarengo@env.institute.ac.fk,Dataset,ChemAnalyses.csv,146,1
FK,SAERI,148,FK-SAERI-148,Gentoo penguins gain loss,eng,The file describes the size of gentoo penguins colonies in terms of increase/decrease of the population size.  Data were derived from the absolute values of count of penguins per colony provided by Falklands Conservation (Island Wide Census Gentoo 1995_2010). The gain and loss from the period of 5 year to the other was assessed in terms of 1 (loss) 0 (no change) and 2 (increase),biota,"Falkland Islands, penguin, gentoo, Pygoscelis papua, population number, gentoo penguin, seabird",1995-01-01,2010-12-31,2010,"The gain and the loss of number of penguins per colony was calculated by comparing the values of one census period from the other. The periods are 1995-2000; 2000-2005 and finally 2005-2010. Increment, no change and decrement were subsequently converted into classes: increment=2,no change=0 and decrement=1. As a result, there were three new columns per each period (difference) called classP1, classP2, classP3 (class period 1) which were plotted to show what happened from year to year.  ",-61.25,-52.9,-57.77,-51.01,WGS84,"SAERI
PO609
Stanley Cottage 
 Ross Road  
Stanley - Falkland Islands",datamanager@saeri.org,"resource provider, custodian, user, distributor",every 5 years,Open Access,Open Access,shape,Accuracy is low and can't be estimated properly. Points were drawn directly on a map and GPS was never used,2014-10-23,imarengo@env.institute.ac.fk,Dataseries,Gentoos_gain_loss_pcent,148,1
FK,SAERI,149,FK-SAERI-149,Falklands fetch maps 0.005 degrees,eng,"Model image describing the likely travel distance of waves according to predominant winds and the shape of the shoreline. Values show the sum of distances (degrees) travelled by waves proportional to the mean (2012-2014) predominant wind direction distribution obtained from www.windfinder.org for Falklands meteo station. Values are to be used only as guides ??"" see methodology.",environment,"Falkland Islands, wave, fetch, marine",2012-01-01,2014-12-31,2014,"Same as Falklands  fetch maps 0.01 degrees, yet rasterised to 0.005 degrees i.e. 495.266m.",-1213267.121,2111838.771,1283864.244,5512830.657,UTM 21S WGS84,"1) Environment Systems Ltd.

11 Cefn Llan Science Park
Aberystwth

Ceredigion
SY23 3AH


2)SAERI
PO609
Stanley Cottage 
 Ross Road  
Stanley - Falkland Islands","1) alexandra.mates@envsys.co.uk 
2) datamanager@saeri.org","1) processor
2) user, custodian, resource provider, distributor",one off,Open Access,Open Access,shape,1 minute lattitude and longitude,2014-10-04,alexandra.mates@envsys.co.uk,Dataset,fetch_abs_sum_0005deg.tif,149,1
FK,SAERI,150,FK-SAERI-150,Loligo fisheries 10 years,eng,"The file depicts grid squares (approx 950 kmsq) where Loligo fisheries occurred in the last 10 years (2005-2014 included). Data were extracted from the commercial catch database hosted at the Fisheries department and describe average monthly catch, effort and CPUE aggregated per two years and effort and catch split per year and by low and high season (summer/winter). The original data are available on request, as the data associated with the grid have all been averaged across the 10 years.   ",fisheries,"Falkland Islands, fisheries, loligo, doryteuthis gahi",2005-01-01,2014-12-31,2014,"From the original data, average monthly catch, effort and CPUE aggregated per two years and effort and catch split per year and by low and high season (summer/winter), an average across the 10 years time series was calculated. The table was then linekd to the shape file representing grid cells, which are used by the fisheries department to calculate the stock assessment. Original data are available on request.",-60.5,-53.25,-56.5,-50.5,WGS84,"SAERI
PO609
Stanley Cottage 
 Ross Road  
Stanley - Falkland Islands",datamanager@saeri.org,"resource provider, custodian, user, distributor",as needed,Open Access,Open Access,shape,Approximately within an area of no more than 1000 square kilometres,2014-10-22,imarengo@env.institute.ac.fk,Dataset,loligo_aggregate2005_2014_WGS84,150,1
FK,SAERI,151,FK-SAERI-151,Falkland Islands kelp distribution from Landsat 8,eng,"Distribution of kelp around the Falkland Islands. Kelp include all species that can be found in the Falkalnds as from Landsat 8 images (2008 East Falklands, 2014 West Falklands) was impossible to determine the different species of kelp. ",biota,"Falkland Islands, kelp, macrocystis pyrifera, lessonia vadosa, lessonia flavicans",2008-01-01,2014-12-31,2014,Kelp distribution around the Falklands was derived from two Landsat 8 images taken in august 2013 and june 2014. Kelp was identified using E-cognition software which runs an object image classification based on a set of predetermined rules. ,200660.3,4190575,450645,4339903.79,UTM 21S WGS84,"SAERI

PO609

Stanley Cottage 
 Ross Road  
Stanley - Falkland Islands",datamanager@saeri.org,"resource provider, custodian, user, distributor",not planned,Open access,No restrictions,shape,no more than 500 metres,2014-10-23,imarengo@env.institute.ac.fk,Dataset,kelp_distribution_by_Premier_zones,151,1
FK,UKFIT,152,FK-UKFIT-152,Soil pit locations 1967-1968,eng,"Distribution of soil pits in the Falkland Islands. The pits were dug in the framework of the Land System Analysis of the Falkland Islands, a survey carried out from November 1967 to January 1968, which looked into soils and grasslands.",geoscientific information,"Falkland Islands, soil, land system, land, agriculture",1967-01-01,1968-12-31,1968,"The location of soil pit location comes from the work carried out by a team of three researchers from Aberdeen who sampeld 33 sites randomly from November 1967 to January 1968. The focus was on soil and grass type, as highlighted in the brief summary of the final report: the main results are that the soil is characterised by undecomposed peat on sedimentary rocks, quartzite, conglomerates and sandstones.  Grassland is generally considered as rough and poor. 
Further details can be acquired from the report ""R.B.King, D.M. Lang and A.Blair Rains, 1969, Land SystemAnalysis of the Falkland Islands, with notes on the soil and grassland. Land Resources Division Directorate of Overseas Surveys. Tolworth Surrey, England, UK"". 
The locations of the soil pits is approximate as they have been georeferenced using a warping technique using the corners of the  original map sheet as reference marks.",-61.0504,-52.1441,-57.8135,-51.3921,WGS84,"1) Jim McAdam
Agrifood and Bioscience Institute
Newforge Lane
Belfast
BT9 5PX
Northern Ireland
and UK Falkland Islands Trust

2) Tom McAdam
Webspatial
U1/24 Bear St, Mordialloc Vic. 3195
Australia","1) Jim.McAdam@afbini.gov.uk
2) t.mcadam@btopenworld.com","1) user, custodian, distributor
2) originator",unknown,"Restricted, send data request to data custodian","Please cite the copyright :""R.B.King, D.M. Lang and A.Blair Rains, 1969, Land SystemAnalysis of the Falkland Islands, with notes on the soil and grassland. Land Resources Division Directorate of Overseas Surveys. Tolworth Surrey, England, UK""",shape,unknown but points were drawn in GIS by copying the original locations from the report,2014-12-18,imarengo@env.institute.ac.fk,Dataset,Pitlocations_LSA_WGS84,152,1
FK,SAERI,153,FK-SAERI-153,Navigation route of Falkland local boat delivery (Concordia Bay),eng,The vector file (line) show the main routes used by the local delivery boat that services the settlements on the outer islands approximately once  every 5 or 6 weeks. The real navigation route made by the boat may deviate from these routes by several km due to the accuracy of the AIS data.,transportation,"Falkland Islands, ferry, ferry route, transportation, marine traffic",2014-01-01,2015-12-31,2015,"The lines were derived manually joining the AIS points referring to the Concordia Bay, which is the boat used to deliver goods to the outer islands and that is used as the ferry from East to West Falkland (and return).  The AIS data which helped in the derivation of the navigation route are those gathered from May 2014 to May 2015.",203348.93,4189562.45,453350.81,4325775.48,UTM 21S WGS84,"SAERI
PO 609
Stanley Cottage
Ross Road
Stanley
Falkland Islands","1) datamanager@saeri.org

2) amelie.auge@gmail.com","1) owner, user, custodian, resource provider
2) originator",not planned,Open Access,"If data are used, the marine spatial planning process must be acknowledged for providing the data.",shape,unknown,2016-11-07,aauge@env.institute.ac.fk,Dataset,local_delivery_boat_route,153,1
FK,SAERI,154,FK-SAERI-154,Landsat8 imagery LC82210962013242LGN00  (2013-08-30),eng,LC82210962013242LGN00  2013-08-30,imagery base maps earth cover,"Falkland Islands, Landsat 8, satellite imagery, imagery, satellite",2013-01-01,2013-12-31,2013,Landsat 8 imagery taken on the 30-08-2013. Image is free of charge and downloadable from USGS explorere webpage http://earthexplorer.usgs.gov/ Resolution is 30 metres,273885,4152685,512115,4390615,UTM 21S WGS84,"US Geological Survey (USGS)
USGS Headquarters
12201 Sunrise Valley Drive
Reston, VA 20192",lta@usgs.gov,"owner, distributor, custodian, point of contact",weekly,Open Access,Open Access,tiff,unknown,2014-11-07,imarengo@env.institute.ac.fk,Dataseries,LC82210962013242LGN00 ,154,1
FK,SAERI,155,FK-SAERI-155,Landsat8 imagery LC82220962014172LGN00  (2014-06-21),eng,LC82220962014172LGN00  2014-06-21,imagery base maps earth cover,"Falkland Islands, Landsat 8, satellite imagery, imagery, satellite",2014-01-01,2014-12-31,2014,Landsat 8 imagery taken on the 21-06-2014. Image is free of charge and downloadable from USGS explorere webpage http://earthexplorer.usgs.gov/ Resolution is 30 metres,577785,4145485,824115,4391815,UTM 21S WGS84,"US Geological Survey (USGS)
USGS Headquarters
12201 Sunrise Valley Drive
Reston, VA 20192",lta@usgs.gov,"owner, distributor, custodian, point of contact",weekly,Open Access,Open Access,tiff,unknown,2014-11-07,imarengo@env.institute.ac.fk,Dataseries,LC82220962014172LGN00,155,1
FK,FC,156,FK-FC-156,New Island botanical survey,eng,The survey aimed at providing baseline information on the current status of the vascular plants and the communities they form on New Island. The survey was conducted in 2010 (Nov/Dec) and 2011 (Feb).,biota,"Falkland Islands, habitat, botanical survey, flora, New Island",2010-01-01,2011-12-31,2011,"The survey methods comprised of the use of Google Earth satellite photographs, the topographical map in scale 1:50K, a hand-held personal digital assistant (PDA) (Fujitsu-Siemens LOOX N560) with an in-built Global Positioning System (GPS) used to record survey data in the field. Polygons representing habitat units distinguished by visually assessed differences in colour from GoogleEarth imagery were loaded onto PDA. The survey was conducted by climbing to a high point in order to have a good visibility of the area to be mapped. The view printed from Google Earth was then compared to the habitat on the field to check for appropriateness. 
A walking route through the area was chosen to cover the polygons in the previously produced map. Five square metres quadrats were also analysed as vegetation assessment points (VAPs). A digital photo was taken for each quadrat. The PDA was used while walking through the pre-determined routes to mark plant communities and habitat types. Walking across the island helped as well to record species falling outside the VAPs. This assessment was aimed at recording species with restrivted distributions where small populations may have been present but did not occur within the VAPs. Notice that widespread species that fell within the VAPs were not exhaustively recorded outside. 
Finally, detailed shapes of the plant communities/map units were completed back at the office with a combination of any vertical airphotos that could be opportunistically taken during inward and outward bound helicopter flights.
More details on the survey and the results can be obtained from the report: Upson, R. 2011. New Island Botanical Survey and Phase I Habitat Map. Report to New Island Conservation Trust. Falklands Conservation. 61 pp.",-61.3328,-51.7908,-61.2102,-51.6479,WGS84,"1)Dr Rebecca Upson
c/o Royal Botanic Gardens Kew, Richmond
Surrey
TW9 3AB 
United Kingdom

2)Falklands Conservation
Jubilee Villas
Ross Road
Stanley
FIQQ 1ZZ
Falkland Islands","1) r.upson@kew.org

2) co@conservation.org.fk","1)owner, originator, distributor, custodian, point of contact, resource provider
2)owner",not planned,"Restricted, send data request to data owner","cite as: Upson, R. 2011. New Island Botanical Survey and Phase I Habitat Map. Report to New Island Conservation Trust. Falklands Conservation. 61 pp.","shape, pdf",unknown,2014-12-18,imarengo@env.institute.ac.fk,Dataset,New_Island_habitat_map2010,156,1
